rera_office_number,company_name_en,company_name_ar,trade_licence,status,registration_date,expiry_date,address,phone_office,email_office,website,specialisation_tags,land_specialist_flag,source_url,retrieved_date,pdpl_compliance_note
CN-5004581,LOUVRE INVESTMENT REAL ESTATE - L.L.C - O.P.C,,,,,,"Office 1, Building Al Remah tower, Al Khalidiya, Al khaldiya, Abu Dhabi, PO Box 0",+971507876002,info@louverir.com,https://www.propertyfinder.ae/en/broker/louvre-investment-real-estate-l-l-c-o-p-c-10385,"investment,total_properties:36",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5006253,I Buy Real Estate,,,,,,"Office G09, Building Bloom Soho Square, Saadiyat Island, Al Saadiyat Island - SDW4, Abu Dhabi, PO Box 94777",+971564032155,alan@ibuyrealestate.ae,https://www.propertyfinder.ae/en/broker/i-buy-real-estate-7350,"commercial_listings:1,total_properties:139",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5017713,SEA TO SKY PROPERTY MANAGEMENT - SOLE PROPRIETORSHIP L.L.C.,,,,,,"Office 0, Building 0, Al Wahda, 0, Abu Dhabi, PO Box 0",+971567461018,info@seatoskyproperty.ae,https://www.propertyfinder.ae/en/broker/sea-to-sky-property-management-sole-proprietorship-l-l-c-7368,total_properties:49,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5021910,Parus REal Estate LLC - Branch of Abu Dhabi 1,,,,,,"Office ., Building ., Corniche Road, ., Abu Dhabi, PO Box .",+971525226120,,https://www.propertyfinder.ae/en/broker/parus-real-estate-llc-branch-of-abu-dhabi-1-v2-12971,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5022969,Fortune Finder Real Estate LLC,,,,,,"Office 1843, Building ferdous tower, Al Danah, al Salam Street, Abu Dhabi,",+971556368182,,https://www.propertyfinder.ae/en/broker/fortune-finder-real-estate-llc-8216,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5026332,VICTOR SADYGOV REAL ESTATE BROKERAGE,,,,,,"Office 101, Building 111, Saadiyat Island, saint regis, Abu Dhabi, PO Box 00000",+971508698020,y.galoyan@nikaestate.com,https://www.propertyfinder.ae/en/broker/victor-sadygov-real-estate-brokerage-8770,total_properties:20,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5041890,Ideal Greenland Real Estate,,,,,,"Office 57, Building Capital Mall, Mussafah, Mussafah, Abu Dhabi,",+971502416589,,https://www.propertyfinder.ae/en/broker/ideal-greenland-real-estate-7604,"commercial_listings:2,total_properties:21",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5047035,La Jolie Real Estate AUH,,,,,,"Office M floor - office N M, Building Seven Emirates Supermarket Building, Al Danah, Sheikh Zayed Bin Sultan Street, Abu Dhabi, PO Box 18273",+971504434921,moustafa@lajolierealestate.com,https://www.propertyfinder.ae/en/broker/la-jolie-real-estate-auh-8247,"commercial_listings:5,total_properties:10",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5061140,Apex Homes Real Estate - LLC - O.P.C,,,,,,"Office 0, Building 0, Al Reem Island, 0, Abu Dhabi, PO Box 0",+971502374245,info@apexhomesuae.com,https://www.propertyfinder.ae/en/broker/apex-homes-real-estate-llc-o-p-c-8078,total_properties:9,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5063334,Olena Real Estate AUH,,,,,,"Office 1901, Building 01, Al Raha Beach, AL RAHA, Abu Dhabi, PO Box 000000",+971506947701,,https://www.propertyfinder.ae/en/broker/olena-real-estate-auh-8983,total_properties:16,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5063597,SHAKRIAL REAL ESTATE L.L.C,,,,,,"Office 5th Floor, Building Al Khazna Tower, Al Najda Street, Najda Street, Abu Dhabi, PO Box 0",+971507762159,info@shakrialrealestate.com,https://www.propertyfinder.ae/en/broker/shakrial-real-estate-l-l-c-8092,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5090119,NIRVANA RESIDENCE REAL ESTATE LEASE AND MANAGEMENT SERVICES ESTABLISHMENT,,,,,,"Office 5, Building Afraa mohamed masoud, Al Danah, 5 east, Abu Dhabi,",+971581330565,info@nirvanaresidence.ae,https://www.propertyfinder.ae/en/broker/nirvana-residence-real-estate-lease-and-management-services-establishment-11066,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5115480,LOFTS PROPERTY MANAGEMENT - L.L.C,,,,,,"Office 0, Building 0, Tourist Club Area, 0, Abu Dhabi, PO Box 0",+971581435786,,https://www.propertyfinder.ae/en/broker/lofts-property-management-l-l-c-8522,total_properties:86,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5116858,Banke International Properties - Abu Dhabi,,,,,,"Office 2003 B, Building Business Avenue Tower, Al Danah, Office No, Abu Dhabi, PO Box .",+97128868477,pfauh@banke.ae,https://www.propertyfinder.ae/en/broker/banke-international-properties-abu-dhabi-9650,"commercial_listings:21,total_properties:79",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5119576,KATAL PROPERTY INVESTEMENT - L.L.C,,,,,,"Office 1001, Building Kamala Tower, Al Khalidiya, Khalidiya Street, Abu Dhabi,",+971557300002,,https://www.propertyfinder.ae/en/broker/katal-property-investement-l-l-c-9628,"commercial_listings:3,total_properties:136",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5128721,Aldar Development LLC,,,,,,"Office Aldar Head Office, Building Aldar Head Office, Al Raha Beach, Al Shahama Road, Abu Dhabi,",+971503532508,jdsouza@aldar.com,https://www.propertyfinder.ae/en/broker/aldar-development-llc-2170,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5131316,PINNACLE  PROPERTIES MANAGEMENT,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971544143864,laeeq@ppm-me.com,https://www.propertyfinder.ae/en/broker/pinnacle-properties-management-12832,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5137661,JAD REAL ESTATE BROKERAGE - L.L.C - O.P.C,,,,,,"Office M03, Building V- Kool, Al Nahyan, Dalmah Street, Abu Dhabi, PO Box -",+971506803083,,https://www.propertyfinder.ae/en/broker/jad-real-estate-brokerage-l-l-c-o-p-c-v2-13450,"commercial_listings:3,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5161103,The Bull Real Estate Lease and Management services llc,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi, PO Box 0",+971563350444,info@thebullre.com,https://www.propertyfinder.ae/en/broker/the-bull-real-estate-lease-and-management-services-llc-12625,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5164824,NOVA VISION REAL ESTATE - L.L.C,,,,,,"Office 406, Building 4, Electra Street, Sama Tower, Abu Dhabi,",+971558505087,info@nvrealestate.ae,https://www.propertyfinder.ae/en/broker/nova-vision-real-estate-l-l-c-o-p-c-9785,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5172768,Royal Villege Property Management - L.L.C,,,,,,"Office 927, Building Dar Al Salam, Corniche Road, AL Danah, Abu Dhabi,",+971524165558,m.adel@royalvproperty.com,https://www.propertyfinder.ae/en/broker/royal-villege-property-management-l-l-c-8354,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5200674,FINE HOMES REAL ESTATE COMMERCIAL BROKERS SOLE PROPRIETORSHIP  - L.L.C - O.P.C,,,,,,"Office -, Building -, Rawdhat Abu Dhabi, -, Abu Dhabi, PO Box -",+971503119799,info@finehomes-brokers.com,https://www.propertyfinder.ae/en/broker/fine-homes-real-estate-commercial-brokers-sole-proprietorship-l-l-c-o-p-c-v2-179939,"commercial,total_properties:1",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5216393,TAKI Real Estate L.L.C,,,,,,"Office 6 floor 603 Office N, Building Al yasat tower, Al Najda Street, Najda street, Abu Dhabi,",+971521364727,,https://www.propertyfinder.ae/en/broker/taki-real-estate-l-l-c-8608,"commercial_listings:27,total_properties:44",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5218995,DREAM WISE PROPERTIES LLC OPC,,,,,,"Office 904, Building Al Masaood Tower, Al Danah, Soughiyah Stree, Abu Dhabi, PO Box -",+971506669841,info@dwp.ae,https://www.propertyfinder.ae/en/broker/dream-wise-properties-llc-opc-8700,total_properties:117,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5228116,Driven Properties - Abu Dhabi Branch,,,,,,"Office 101, Building Al Falah Building, Yas Island, Abu Dhabi,",+97125634021,drivenauh@drivenproperties.com,https://www.propertyfinder.ae/en/broker/driven-properties-abu-dhabi-branch-10444,total_properties:130,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5229518,MARK HOME REAL ESTATE MANAGEMENT - L.L.C,,,,,,"Office 0, Building Max Home BC, Muroor Area, Muroor, Abu Dhabi, PO Box 0",+971508680687,,https://www.propertyfinder.ae/en/broker/mark-home-real-estate-management-l-l-c-8612,total_properties:150,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5232967,THE PROP CO REAL ESTATE SPACE - L.L.C,,,,,,"Office 101, Building 01, Baniyas, 1, Abu Dhabi,",+971563969966,contact@spacerealestate.me,https://www.propertyfinder.ae/en/broker/the-prop-co-real-estate-space-l-l-c-v2-13272,"commercial_listings:1,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5251013,HEADQUARTERS REAL ESTATE - L.L.C,,,,,,"Office m01, Building 0, Mussafah, 11, Abu Dhabi, PO Box 11",+971564400878,asfah@hqre.ae,https://www.propertyfinder.ae/en/broker/headquarters-real-estate-l-l-c-9252,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5261250,REAL AND FAIR PROPERTY MANAGEMENT  - L.L.C - O.P.C,,,,,,"Office 0, Building 0, Muroor Area, 0, Abu Dhabi, PO Box 0",+971522492774,,https://www.propertyfinder.ae/en/broker/real-and-fair-property-management-l-l-c-o-p-c-12708,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5271175,Bloom Collection Realty - S.P.C - L.L.C,,,,,,"Office -, Building -, Airport Road, -, Abu Dhabi, PO Box 28928",+971507516163,hfabella@bloomholding.com,https://www.propertyfinder.ae/en/broker/bloom-collection-realty-s-p-c-l-l-c-v2-13364,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5271467,BHAVANA REAL ESTATE BROKERAGE LLC OPC,,,,,,"Office 28, Building 30, Al Bateen, Al Bateen, Abu Dhabi,",+971555700384,,https://www.propertyfinder.ae/en/broker/bhavana-real-estate-brokerage-llc-opc-8858,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5292646,Vierra Property- Abu Dhabi Branch,,,,,,"Office ., Building Le Solarium, Al Khalidiya, ., Abu Dhabi,",+971502786876,admin@vpd.ae,https://www.propertyfinder.ae/en/broker/vierra-property-abu-dhabi-branch-8952,total_properties:55,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5300942,A1 Real Estate,,,,,,"Office 011, Building 01, Al Hili, 01, Al Ain, PO Box 0",+971508362226,,https://www.propertyfinder.ae/en/broker/a1-real-estate-9190,total_properties:7,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5302241,Fair Trade Real Estate Broker,,,,,,"Office Cloud Hub, Building Yas Mall, Yas Island, Yas Mall, Abu Dhabi, PO Box 0000",+971563149022,,https://www.propertyfinder.ae/en/broker/fair-trade-real-estate-broker-9069,total_properties:29,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5312909,Elite Care Properties Management,,,,,,"Office 010, Building 001, Hamdan Street, 101, Abu Dhabi, PO Box 0000",+971505688985,info@elitecarepm.com,https://www.propertyfinder.ae/en/broker/elite-care-properties-management-9026,total_properties:22,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5317192,ATRIUM PROPERTIES - L.L.C - O.P.C,,,,,,"Office m01, Building 01, Hamdan Street, wtc, Abu Dhabi, PO Box 63847",+971589454576,,https://www.propertyfinder.ae/en/broker/atrium-properties-l-l-c-o-p-c-8945,total_properties:26,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5348322,ROYAL PALACE INVESTMENT,,,,,,"Office office 403, Building 403, Muroor Area, Al Ramallah street, AL Nahyan, Abu Dhabi, PO Box 0000",+971506603118,,https://www.propertyfinder.ae/en/broker/royal-palace-investment-10194,"investment,total_properties:12",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5377040,HSR Global Real estate L.L.C O.P.C,,,,,,"Office 222, Building 01, Al Najda Street, AA, Abu Dhabi,",+971505263256,hani@hrsglobal.onmicrosoft.com,https://www.propertyfinder.ae/en/broker/hsr-global-real-estate-l-l-c-o-p-c-9702,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5399713,M M K REAL ESTATE  - L.L.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971585985086,,https://www.propertyfinder.ae/en/broker/m-m-k-real-estate-l-l-c-10197,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5411498,ADVISORS TWO PROPERTIES - L.L.C,,,,,,"Office 7th Floor, Building Nawat Tower, Al Khalidiya, Khalidiya Street, Abu Dhabi, PO Box 000",+971586953390,info@advisors2.com,https://www.propertyfinder.ae/en/broker/advisors-two-properties-l-l-c-v2-12986,total_properties:59,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5439870,FAMILIA PROPERTIES - L.L.C,,,,,,"Office 910, Building C2 Bateen towers, Al Bateen, al bateen, Abu Dhabi,",+971547894002,anas@familiaproperties.com,https://www.propertyfinder.ae/en/broker/familia-properties-l-l-c-11042,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5445748,SILVER CREST REAL ESTATE L.L.C-S.P.C,,,,,,"Office 704 7th floor, Building Dar Al Salam, Al Danah, Corniche Street Al Danah, Abu Dhabi, PO Box 61595",+971542204898,sales@silvercrestrealestate.com,https://www.propertyfinder.ae/en/broker/silvercrest-real-estate-lease-and-management-services-l-l-c-8343,total_properties:26,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5453525,Champs Real Estate,,,,,,"Office Cloud Hub, Building Yas Mall, Yas Island, 0000, Abu Dhabi, PO Box 0000",+971507470262,marwan@champsre.ae,https://www.propertyfinder.ae/en/broker/champs-real-estate-9731,total_properties:77,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5454416,MODVISTA REAL ESTATE,,,,,,"Office 503, Building NWAT, Al Hosn, Al Mawasim, Abu Dhabi,",+971558069413,,https://www.propertyfinder.ae/en/broker/modvista-real-estate-11275,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5464638,B AND B PROPERTIES - L.L.C,,,,,,"Office 101, Building 11, Mussafah, muussafah, Abu Dhabi, PO Box 0000",+971557801990,,https://www.propertyfinder.ae/en/broker/b-and-b-properties-l-l-c-9656,total_properties:11,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5468665,Dream Loom properties,,,,,,"Office 8, Building 1, Al Najda Street, Najda, Abu Dhabi,",+971589094553,,https://www.propertyfinder.ae/en/broker/dream-loom-properties-10463,total_properties:19,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5484794,CONSULT N DEAL FOR REAL ESTATE LEASE AND MANAGEMENT SERVICES - L.L.C,,,,,,"Office -, Building -, Rawdhat Abu Dhabi, -, Abu Dhabi, PO Box -",+971552088738,,https://www.propertyfinder.ae/en/broker/consult-n-deal-for-real-estate-lease-and-management-services-l-l-c-11231,total_properties:5,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5487525,ELIVA REAL ESTATE - L.L.C,,,,,,"Office Unit 704, Building Global Tower, Al Danah, Electra Street, Abu Dhabi,",+971562077470,accounts@eliva.ae,https://www.propertyfinder.ae/en/broker/eliva-real-estate-l-l-c-10687,total_properties:163,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5491889,UNION HOUSE PROPERTIES - L.L.C - S.P.C,,,,,,"Office -, Building -, Al Maryah Island, -, Abu Dhabi, PO Box -",+971551521995,,https://www.propertyfinder.ae/en/broker/union-house-properties-l-l-c-s-p-c-10206,total_properties:13,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5500456,XPAT HOME PROPERTIES,,,,,,"Office 870, Building 8th Floor, Hamdan Street, Al Ghaith Tower, Abu Dhabi,",+971582396823,,https://www.propertyfinder.ae/en/broker/xpat-home-properties-9868,total_properties:11,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5507868,ALBAYT ALKADIM REAL ESTATE - L.L.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971588428271,,https://www.propertyfinder.ae/en/broker/albayt-alkadim-real-estate-l-l-c-10121,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5510856,CHOSEN HOUSE PROPERTIES INVESTMENT - LLC - SPC,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971564661923,,https://www.propertyfinder.ae/en/broker/chosen-house-properties-investment-llc-spc-11143,"investment,total_properties:6",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5514216,SIXS REAL ESTATE - L.L.C - S.P.C,,,,,,"Office -, Building -, Abu Dhabi Gate City, -, Abu Dhabi, PO Box -",+971545840037,accounts@sixsrealestate.com,https://www.propertyfinder.ae/en/broker/sixs-real-estate-l-l-c-s-p-c-10746,total_properties:17,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5523608,Serenity Sands Real Estate LLC,,,,,,"Office Office B32, Building Total Business Centre Block A, Khalidiya Towers, Al Khalidiya, al khalidiya, Abu Dhabi, PO Box -",+971586821158,info@serenitysandsauh.com,https://www.propertyfinder.ae/en/broker/serenity-sands-real-estate-llc-11384,total_properties:12,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5546172,REACH HOME PROPERTIES,,,,,,"Office Level 1- office 110, Building Building of National bank of Kuwait, Airport Road, Airport Road, Abu Dhabi, PO Box 0000",+971545151527,,https://www.propertyfinder.ae/en/broker/reach-home-properties-10005,total_properties:21,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5570309,REN REAL ESTATE BROKERAGE - L.L.C - S.P.C,,,,,,"Office 5210, Building Addax tower, Al Reem Island, Al Reem Island - City of Lights, Abu Dhabi,",+971547133361,r.issa@falcor-eng.com,https://www.propertyfinder.ae/en/broker/ren-real-estate-brokerage-l-l-c-s-p-c-10555,total_properties:16,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5571306,Nasm Property Investment,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi, PO Box 0",+971566737474,admin@nasm.ae,https://www.propertyfinder.ae/en/broker/nasm-property-investment-12652,"investment,commercial_listings:2,total_properties:13",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5575038,RESPECT REAL ESTATE - L.L.C,,,,,,"Office E19, Building 66, Al Nahyan, Aradah st, Abu Dhabi,",+971507723186,kayali@respectuae.ae,https://www.propertyfinder.ae/en/broker/respect-real-estate-l-l-c-11219,total_properties:50,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5592028,Al Nawasi Real Estate LLC,,,,,,"Office -, Building -, Al Ain Industrial Area, -, Al Ain, PO Box -",+971568832444,,https://www.propertyfinder.ae/en/broker/al-nawasi-real-estate-llc-v2-12880,"commercial_listings:5,total_properties:9",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5612008,WHITEWILL REAL ESTATE LTD - ABU DHABI,,,,,,"Office 1008, Building Sky Tower, Al Reem Island, Al Reem Island PO Box 753229, Abu Dhabi, PO Box 000",+971524099188,ceo@whitewill.ae,https://www.propertyfinder.ae/en/broker/whitewill-real-estate-ltd-abu-dhabi-12416,"commercial_listings:5,total_properties:116",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5623116,GALAXY ELITE REAL ESTATE - L.L.C - S.P.C,,,,,,"Office -, Building -, Saadiyat Island, -, Abu Dhabi, PO Box -",+971509107119,info@galaxyelite.ae,https://www.propertyfinder.ae/en/broker/galaxy-elite-real-estate-l-l-c-s-p-c-10922,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5623146,KEYS TO INVEST REAL ESTATE - L.L.C - S.P.C,,,,,,"Office 0, Building 0, Abu Dhabi Gate City, 0, Abu Dhabi,",+971508333453,info@keys2invest.com,https://www.propertyfinder.ae/en/broker/keys-to-invest-real-estate-l-l-c-s-p-c-12630,total_properties:15,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5661942,BEYOND REAL ESTATE,,,,,,"Office 27, Building Abu Dhabi Mall, Al Zahiyah, 1, Abu Dhabi, PO Box 00000",+971547001517,info@beyond-uae.com,https://www.propertyfinder.ae/en/broker/beyond-real-estate-7027,total_properties:1,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5671994,HAUSLAND REAL ESTATE - L.L.C,,,,,,"Office 43 Floor 19, Building Al Ghaith Tower, Al Danah, Hamdan Bin Mohammed St, Abu Dhabi, PO Box 0",+971554438749,info@hauslanduae.com,https://www.propertyfinder.ae/en/broker/hausland-real-estate-l-l-c-10495,total_properties:10,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5673544,Lord Real Estate,,,,,,"Office 1506, Building NBK building, Airport Road, Airport road, Abu Dhabi,",+971563200040,info@lord-realestate.com,https://www.propertyfinder.ae/en/broker/lord-real-estate-10725,total_properties:2,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5713917,Masterpiece Property LLC,,,,,,"Office 16, Building Mariam rashed khalaf, Al Zahiyah, EAST, Abu Dhabi,",+971567009697,,https://www.propertyfinder.ae/en/broker/masterpiece-property-llc-11184,total_properties:116,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5716015,SQF Realty Real Estate Management,,,,,,"Office 1, Building 1, Abu Dhabi Gate City, Abu Dhabi, Abu Dhabi,",+971505118278,sqf@sqf.ae,https://www.propertyfinder.ae/en/broker/sqf-realty-real-estate-management-10982,total_properties:20,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5734217,Lux Investments,,,,,,"Office 2, Building 19, Al Nahyan, 0, Abu Dhabi,",+971501821570,admin@mbanihillz.com,https://www.propertyfinder.ae/en/broker/mbani-hellz-real-estate-purchase-and-sale-brokerage-l-l-c-12094,"commercial_listings:1,total_properties:54",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5735889,Asia hub property investment,,,,,,"Office 2, Building AL YASI GROUP BUSINESS CENTER, Al Danah, EAST, Abu Dhabi, PO Box 0",+971502378908,,https://www.propertyfinder.ae/en/broker/asia-hub-property-investment-10837,"investment,total_properties:5",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,email_office redacted: personal domain
CN-5743161,Celestix properties LLC SPC,,,,,,"Office M -Office No: 103-07, Building Al Zahiyah - Opposite Abu Dhabi Mall, Tourist Club Area, Khalifa Complex B, Abu Dhabi, PO Box -",+971585781712,contact@celestixproperties.com,https://www.propertyfinder.ae/en/broker/celestix-properties-llc-spc-12210,total_properties:24,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5761625,Millennium Residences Saadiyat Island,,,,,,"Office 0, Building Millennium Residences Saadiyat Island, Saadiyat Island, Al Dhiba St, Abu Dhabi, PO Box 0000",+97143099067,h1031.marketing02@millenniumhotels.com,https://www.propertyfinder.ae/en/broker/millennium-residences-saadiyat-island-12672,total_properties:4,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5777975,UBERHAUS REAL ESTATE,,,,,,"Office 1ST FLOOR, Building B1, REGUS BUSINESS CENTRE, Mussafah, Al Busand 1st St, Abu Dhabi, PO Box -",+971566985880,info@uberhaus.com,https://www.propertyfinder.ae/en/broker/uberhaus-real-estate-11424,"commercial_listings:1,total_properties:4",TRUE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5781611,Signature Realty Hub for Real Estate LLC SPC,,,,,,"Office M1, Building Alkhair Tower, Al Manhal, Airport Rd, Abu Dhabi,",+971582997745,info@signaturerealty.ae,https://www.propertyfinder.ae/en/broker/signature-realty-hub-for-real-estate-l-l-c-11168,total_properties:21,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5810228,URBAN CITY  PROPERTY  - L.L.C - S.P.C,,,,,,"Office 1202, Building C54, Al Nahyan Camp, AL MAMOURA, Abu Dhabi, PO Box -",+971561004110,info@urbancity.pro,https://www.propertyfinder.ae/en/broker/urban-city-property-l-l-c-s-p-c-v2-12871,total_properties:69,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5827284,ALTURA REAL ESTATE SERVICES LLC,,,,,,"Office G01, Building -Al Bandar Commercial,, Al Raha Beach, Abu Dhabi, PO Box -",+971562393872,lucas@alturaproperty.com,https://www.propertyfinder.ae/en/broker/altura-real-estate-services-llc-12161,total_properties:127,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5830747,CASA GRANDE REAL ESTATE - L.L.C - S.P.C,,,,,,"Office 1303, Building al yasat tower, Al Najda Street, Najda street, Abu Dhabi,",+971503173355,soubhichawaf@casagrande-ae.com,https://www.propertyfinder.ae/en/broker/casa-grande-real-estate-l-l-c-s-p-c-12440,total_properties:18,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
CN-5835169,Maison 71,,,,,,"Office -, Building -, Yas Island, -, Abu Dhabi, PO Box -",+971525788551,jaime@maison-71.com,https://www.propertyfinder.ae/en/broker/maison-71-v2-13172,total_properties:3,FALSE,https://www.propertyfinder.ae/en/find-broker/search,2026-04-26,
